"","STUDENT.IDENTIFIER","STDNT_AGE","STDNT_GENDER","STDNT_BACKGROUND","IN_STATE_FLAG","INTERNATIONAL_STS","STDNT_TEST_ENTRANCE_COMB","FIRST_TERM","CORE_COURSE_GRADE_1_F","CORE_COURSE_GRADE_2_F","CORE_COURSE_GRADE_3_F","SECOND_TERM","CORE_COURSE_GRADE_1_S","CORE_COURSE_GRADE_2_S","HOUSING_STS","RETURNED_2ND_YR","DISTANCE_FROM_HOME","HIGH_SCHL_GPA","FATHER_HI_EDU_DESC","MOTHER_HI_EDU_DESC","DEGREE_GROUP_DESC","FIRST_TERM_ATTEMPT_HRS","FIRST_TERM_EARNED_HRS","SECOND_TERM_ATTEMPT_HRS","SECOND_TERM_EARNED_HRS","GROSS_FIN_NEED","COST_OF_ATTEND","EST_FAM_CONTRIBUTION","UNMET_NEED","FIRST_TERM_HRS_PERCENTAGE","SECOND_TERM_HRS_PERCENTAGE"
"138",7887515,"mid","F","BGD HIGH","Y","N",1030,200808,"High","High","High",200902,"High","High","Off Campus","1",69,"high","High School","College/Beyond","Bachelors","low","mid","high","high","low","high","high","low",0.666666666666667,1
"139",7830039,"mid","F","BGD HIGH","Y","N",970,200808,"High","High","High",200902,"High","High","Off Campus","1",59,"high","High School","High School","Bachelors","low","mid","high","high","low","high","mid","low",1,1
"140",7972606,"mid","F","BGD HIGH","Y","N",1150,200808,"High","High","High",200902,"High","High","On Campus","1",150,"high","College/Beyond","High School","Bachelors","mid","mid","high","high","low","low","low","low",1,1
"141",7862270,"mid","M","BGD HIGH","N","N",1190,200908,"High","High","High",201002,"High","High","Off Campus","1",90,"high","No Information","No Information","Bachelors","mid","high","high","high","mid","high","mid","mid",1,1
"142",7906902,"low","F","BGD HIGH","Y","N",1030,201008,"High","High","High",201102,"High","High","Off Campus","1",69,"high","College/Beyond","College/Beyond","Bachelors","mid","high","high","high","low","mid","low","low",1,1
"143",7881335,"mid","F","BGD HIGH","Y","N",970,200608,"High","High","High",200702,"High","High","On Campus","1",69,"high","College/Beyond","College/Beyond","Bachelors","mid","mid","high","high","mid","mid","mid","mid",1,1
"144",7764699,"mid","M","BGD HIGH","Y","N",1150,200908,"High","High","High",201002,"High","High","On Campus","0",150,"high","High School","High School","Bachelors","high","high","high","high","high","high","low","mid",1,1
"145",7796812,"mid","M","BGD HIGH","Y","N",910,201008,"High","High","High",201102,"High","High","Off Campus","1",0,"high","No Information","No Information","Bachelors","mid","mid","high","high","low","low","low","low",0.615384615384615,1
"146",7853488,"low","M","BGD HIGH","Y","N",1110,200908,"High","High","High",201002,"High","High","On Campus","1",90,"high","High School","High School","Bachelors","mid","high","high","high","low","low","low","low",1,1
"147",7888275,"mid","F","BGD HIGH","Y","N",1070,200908,"High","High","High",201002,"High","High","On Campus","0",69,"high","College/Beyond","Other/Unknown","Bachelors","low","mid","high","high","high","high","low","mid",1,1
"148",7996548,"mid","F","BGD HIGH","Y","N",1260,201008,"High","High","Mid",201102,"High","High","On Campus","1",138,"high","College/Beyond","College/Beyond","Bachelors","high","high","high","high","low","low","low","low",1,1
"149",7860415,"mid","F","BGD MID","Y","N",1030,200608,"High","High","High",200702,"High","High","On Campus","1",90,"high","College/Beyond","College/Beyond","Bachelors","low","mid","high","high","mid","mid","mid","low",0.916666666666667,0.933333333333333
"150",7924418,"mid","F","BGD HIGH","Y","N",1260,200708,"High","High","Mid",200802,"High","High","Off Campus","1",188,"high","College/Beyond","Other/Unknown","Bachelors","mid","mid","high","high","low","low","low","low",1,1
"151",7822212,"mid","F","BGD LOW","Y","N",1260,200808,"High","High","Mid",200902,"High","High","Off Campus","1",150,"mid","College/Beyond","College/Beyond","Bachelors","mid","mid","high","high","low","high","high","low",1,1
"152",7777335,"mid","F","BGD HIGH","Y","N",870,200908,"High","High","High",201002,"High","High","On Campus","1",69,"high","College/Beyond","High School","Bachelors","mid","high","high","high","low","high","high","low",1,0.764705882352941
"153",7804934,"mid","M","BGD HIGH","Y","N",1190,201008,"High","High","High",201102,"High","High","On Campus","1",150,"low","College/Beyond","No Information","Bachelors","mid","high","high","high","low","low","low","low",1,0.944444444444444
"154",7837133,"mid","M","BGD HIGH","Y","N",1110,201008,"High","High","High",201102,"High","High","On Campus","1",150,"mid","No Information","No Information","Bachelors","high","high","high","high","low","low","low","low",1,1
"155",8035513,"mid","F","BGD HIGH","Y","N",970,200508,"High","High","High",200602,"High","High","Off Campus","1",69,"high","College/Beyond","High School","Bachelors","low","mid","high","high","low","mid","mid","low",1,1
"156",7824062,"mid","M","BGD HIGH","Y","N",1030,200508,"High","High","High",200602,"High","High","On Campus","1",69,"high","High School","High School","Bachelors","mid","high","high","high","low","low","low","low",1,0.8125
"157",7954457,"mid","F","BGD HIGH","Y","N",910,200608,"High","High","High",200702,"High","High","On Campus","1",69,"high","High School","High School","Bachelors","mid","mid","high","high","low","low","low","low",0.733333333333333,1
"158",7974262,"mid","F","BGD HIGH","Y","N",1110,200808,"High","High","High",200902,"High","High","Off Campus","1",69,"high","College/Beyond","College/Beyond","Bachelors","mid","mid","high","high","low","low","low","low",1,1
"159",7987468,"mid","F","BGD MID","Y","N",1260,200908,"High","High","High",201002,"High","High","Off Campus","1",0,"high","High School","High School","Bachelors","mid","mid","high","high","high","high","low","mid",1,1
"160",7756911,"mid","F","BGD MID","Y","N",590,200808,"High","High","High",200902,"High","High","Off Campus","1",69,"high","Other/Unknown","College/Beyond","Bachelors","mid","high","high","high","mid","mid","mid","high",1,1
"161",7933688,"low","F","BGD MID","Y","N",1110,200508,"High","High","High",200602,"High","High","On Campus","0",138,"high","High School","Other/Unknown","Bachelors","high","high","high","high","mid","mid","mid","mid",1,1
"162",7834300,"mid","F","BGD MID","Y","N",970,200508,"High","High","High",200602,"High","High","On Campus","1",59,"high","College/Beyond","College/Beyond","Bachelors","mid","mid","high","high","mid","mid","low","high",1,1
"163",8020313,"mid","F","BGD HIGH","Y","N",590,200608,"High","High","High",200702,"High","High","Off Campus","0",150,"mid","High School","College/Beyond","Bachelors","high","high","high","high","low","low","low","low",1,1
"164",7759520,"mid","M","BGD HIGH","Y","N",1260,200708,"High","High","High",200802,"High","High","Off Campus","0",69,"high","College/Beyond","College/Beyond","Bachelors","mid","mid","high","high","low","mid","high","low",0.928571428571429,1
"165",7982318,"mid","F","BGD HIGH","Y","N",1190,200808,"High","High","Mid",200902,"High","High","On Campus","1",138,"high","College/Beyond","High School","Bachelors","mid","high","high","high","low","low","low","low",1,1
"166",7987177,"mid","F","BGD MID","Y","N",590,200908,"High","High","High",201002,"High","High","Off Campus","1",69,"high","College/Beyond","College/Beyond","Bachelors","high","mid","high","high","low","low","low","low",0.8125,1
"167",7938225,"mid","F","BGD MID","Y","N",970,200908,"High","High","High",201002,"High","High","On Campus","1",0,"high","High School","College/Beyond","Bachelors","mid","high","high","high","mid","high","mid","mid",1,1
"168",7877124,"mid","M","BGD MID","Y","N",990,200508,"High","High","High",200602,"High","High","On Campus","1",190,"mid","College/Beyond","High School","Bachelors","mid","high","high","high","low","mid","high","low",1,1
"169",7830116,"mid","F","BGD HIGH","Y","N",970,200808,"High","High","High",200902,"High","High","Off Campus","1",138,"high","High School","College/Beyond","Bachelors","mid","high","high","high","low","low","low","low",1,1
"170",7824845,"mid","F","BGD HIGH","Y","N",1070,200508,"High","High","High",200602,"High","High","On Campus","1",69,"high","College/Beyond","High School","Bachelors","mid","high","high","high","low","low","low","low",1,1
"171",7868159,"mid","F","BGD MID","Y","N",990,200708,"High","High","High",200802,"High","High","Off Campus","1",69,"high","No Information","No Information","Bachelors","mid","high","high","high","low","low","low","low",1,1
"172",7774643,"mid","F","BGD HIGH","Y","N",910,200808,"High","High","High",200902,"High","High","On Campus","1",150,"high","College/Beyond","No Information","Bachelors","high","high","high","high","mid","high","mid","low",1,1
"173",7986682,"mid","F","BGD HIGH","Y","N",970,200608,"High","High","High",200702,"High","High","Off Campus","1",69,"high","High School","College/Beyond","Bachelors","high","high","high","high","low","low","low","low",1,0.75
"174",7862711,"low","F","BGD HIGH","Y","N",1190,200708,"Mid","High","High",200802,"High","High","Off Campus","1",69,"high","High School","College/Beyond","Bachelors","mid","low","high","high","mid","mid","mid","mid",0.5,0.8
"175",7925501,"mid","F","BGD HIGH","Y","N",1070,200708,"Mid","High","Mid",200802,"High","High","Off Campus","1",69,"high","High School","High School","Bachelors","mid","mid","high","high","low","mid","high","low",0.8,0.866666666666667
"176",7813017,"mid","F","BGD HIGH","Y","N",1260,200708,"Mid","High","High",200802,"High","High","Off Campus","1",69,"high","College/Beyond","College/Beyond","Bachelors","high","high","high","high","low","low","low","low",1,1
"177",8019889,"mid","F","BGD HIGH","N","N",1150,200708,"Mid","High","High",200802,"High","High","Off Campus","1",0,"high","College/Beyond","High School","Bachelors","low","mid","high","high","low","mid","high","low",1,1
"178",7815738,"mid","F","BGD HIGH","Y","N",990,200708,"Mid","High","High",200802,"High","High","Off Campus","1",69,"high","College/Beyond","No Information","Bachelors","low","mid","high","mid","low","low","low","low",1,0.666666666666667
"179",7921530,"mid","M","BGD HIGH","Y","N",990,200608,"High","High","High",200702,"High","High","On Campus","1",138,"low","College/Beyond","High School","Bachelors","high","high","high","high","low","mid","mid","low",0.9375,1
"180",7831414,"mid","M","BGD HIGH","N","N",970,200708,"High","High","High",200802,"High","High","Off Campus","1",0,"high","No Information","No Information","Bachelors","mid","mid","high","high","low","mid","low","low",1,1
"181",7767384,"mid","F","BGD HIGH","Y","N",950,200508,"High","High","High",200602,"High","High","On Campus","0",69,"high","High School","High School","Bachelors","mid","high","high","high","low","low","low","low",1,1
"182",7961982,"mid","F","BGD HIGH","Y","N",1150,200508,"High","High","High",200602,"High","High","On Campus","1",150,"high","High School","High School","Bachelors","mid","high","high","high","mid","mid","low","mid",1,1
"183",7997018,"mid","M","BGD MID","Y","N",910,200608,"High","High","High",200702,"High","High","Off Campus","1",222,"high","No Information","No Information","Bachelors","high","high","high","high","low","mid","low","low",1,1
"184",7809215,"mid","F","BGD HIGH","N","Y",1110,200708,"High","High","High",200802,"High","High","On Campus","0",99.8251851851852,"mid","No Information","No Information","Bachelors","mid","mid","high","high","low","mid","low","low",1,1
"185",7921747,"low","M","BGD HIGH","Y","N",970,200808,"High","High","High",200902,"High","High","On Campus","1",190,"high","College/Beyond","College/Beyond","Bachelors","high","high","high","high","low","low","low","low",1,1
"186",7852556,"mid","F","BGD HIGH","Y","N",1150,200908,"High","High","High",201002,"High","High","Off Campus","1",69,"high","Middle School/Junior High","High School","Bachelors","mid","high","high","high","high","high","low","high",1,1
"187",7801354,"mid","F","BGD HIGH","Y","N",1300,201008,"High","High","High",201102,"High","High","Off Campus","1",69,"high","College/Beyond","High School","Bachelors","low","mid","high","high","low","low","low","low",1,1
"188",7879460,"mid","F","BGD HIGH","Y","N",970,200608,"High","High","High",200702,"High","High","Off Campus","1",69,"mid","Other/Unknown","College/Beyond","Bachelors","mid","mid","high","high","low","low","low","low",0.8,1
"189",7905424,"mid","F","BGD HIGH","Y","N",1070,200708,"High","High","High",200802,"High","High","Off Campus","1",138,"high","High School","College/Beyond","Bachelors","mid","mid","high","high","low","low","low","low",1,1
"190",7778309,"low","F","BGD HIGH","Y","N",910,200708,"High","High","High",200802,"High","High","Off Campus","1",69,"high","High School","College/Beyond","Bachelors","high","high","high","high","low","low","low","low",1,1
"191",7912807,"mid","F","BGD HIGH","Y","N",790,200808,"High","High","High",200902,"High","High","Off Campus","1",59,"high","High School","College/Beyond","Bachelors","low","mid","high","high","high","high","low","high",1,1
"192",7970923,"mid","M","BGD HIGH","Y","N",1150,200908,"High","High","High",201002,"High","High","On Campus","1",69,"high","College/Beyond","High School","Bachelors","mid","high","high","high","low","high","high","low",1,1
"193",8028000,"mid","F","BGD HIGH","Y","N",990,201008,"High","High","High",201102,"High","High","Off Campus","1",0,"high","College/Beyond","High School","Bachelors","mid","mid","high","high","low","low","low","low",1,1
"194",7928903,"mid","F","BGD HIGH","Y","N",1190,200708,"High","High","High",200802,"High","High","On Campus","1",69,"high","College/Beyond","High School","Bachelors","mid","high","high","high","low","low","low","low",1,1
"195",7918464,"mid","F","BGD HIGH","Y","N",1030,200708,"High","High","High",200802,"High","High","Off Campus","1",69,"high","High School","High School","Bachelors","mid","high","high","high","low","low","low","low",1,1
"196",8028908,"mid","F","BGD HIGH","Y","N",950,200808,"High","High","High",200902,"High","High","Off Campus","1",69,"high","Middle School/Junior High","High School","Bachelors","high","mid","high","high","high","high","low","mid",0.75,1
"197",7879380,"low","F","BGD HIGH","Y","N",1220,200608,"High","High","High",200702,"High","High","Off Campus","1",0,"high","College/Beyond","High School","Bachelors","high","high","high","high","low","low","low","low",1,1
"198",7975362,"mid","M","BGD HIGH","Y","N",1260,200708,"High","High","High",200802,"High","High","Off Campus","0",69,"high","College/Beyond","High School","Bachelors","high","high","high","high","low","mid","high","low",1,1
